codigo_acta,codigo_mesa,votos_p1,votos_p2,votos_p3,votos_p4,blancos,nulos,habilitados,anfora,no_usadas,observacion_formal,tipo_observacion_formal
2110301363010,2110301363010,123,17,6,118,59,21,415,344,71,,
2110401373001,2110401373001,8,74,41,420,125,79,886,747,139,,
2110401373002,2110401373002,100,91,31,254,35,50,628,561,67,,
2110401373003,2110401373003,40,4,8,72,18,10,169,152,17,,
2110401373004,2110401373004,45,13,32,262,21,48,519,421,98,,
2110401373005,2110401373005,2,59,69,716,55,15,948,916,32,,
2110401373006,2110401373006,17,4,2,59,6,9,122,97,25,,
2110401373007,2110401373007,12,0,2,27,6,5,66,52,14,,
2110401373008,2110401373008,8,9,18,166,28,25,256,254,2,,
2110401381001,2110401381001,261,45,6,343,143,21,988,819,169,,
2110401381002,2110401381002,63,7,12,57,15,10,177,164,13,,
2110401381003,2110401381003,21,1,3,19,6,2,52,52,0,,
2110501384001,2110501384001,61,33,30,229,35,5,436,393,43,,
2110501384002,2110501384002,94,82,42,261,15,0,603,494,109,,
2110501384003,2110501384003,135,12,3,419,123,5,813,697,116,,
2120101387001,2120101387001,34,14,0,36,9,6,108,99,9,,
2120101387002,2120101387002,22,2,4,83,19,0,139,130,9,,
2120101387003,2120101387003,127,0,15,183,10,16,365,351,14,,
2120101387004,2120101387004,29,1,3,51,4,10,104,98,6,,
2120101387005,2120101387005,42,16,35,453,1,50,668,597,71,,
2120101387006,2120101387006,127,4,24,410,58,54,692,677,15,,
2120101387007,2120101387007,202,99,60,334,2,80,948,777,171,,
2120101387008,2120101387008,6,58,33,616,61,69,876,843,33,,
2120101387009,2120101387009,158,29,26,178,16,8,512,415,97,,
2120101387010,2120101387010,12,1,1,29,0,0,54,43,11,,
2120101387011,2120101387011,61,38,14,102,1,15,241,231,10,,
2120101387012,2120101387012,18,11,8,88,22,16,197,163,34,,
2120101399001,2120101399001,7,21,9,108,28,1,210,174,36,,
2120101399002,2120101399002,86,111,9,367,4,5,619,582,37,,
2120301401001,2120301401001,53,16,5,511,14,12,672,611,61,,
2120301401002,2120301401002,6,5,1,40,8,5,68,65,3,,
2120301401003,2120301401003,180,51,41,424,128,38,993,862,131,,
2120301401004,2120301401004,12,5,6,64,10,13,136,110,26,,
2120301401005,2120301401005,0,101,60,647,59,4,885,871,14,,
2120301401006,2120301401006,14,2,13,158,15,20,254,222,32,,
2120301401007,2120301401007,33,10,3,152,51,33,343,282,61,,
2120301401008,2120301401008,15,7,2,43,10,7,91,84,7,,
2120301401009,2120301401009,43,8,15,270,58,34,546,428,118,,
2120301401010,2120301401010,55,6,5,251,44,36,442,397,45,,
2120301401011,2120301401011,48,11,2,78,10,4,172,153,19,,
2120301401012,2120301401012,215,12,29,262,80,12,759,610,149,Fecha incorrecta: Realización del escrutinio en un día distinto al fijado oficialmente para la elección.,FECHA_INCORRECTA
2120301401013,2120301401013,142,76,33,353,4,36,792,644,148,,
2120301401014,2120301401014,63,28,14,105,44,33,351,287,64,,
2120301401015,2120301401015,39,25,18,385,47,68,727,582,145,,
2120301401016,2120301401016,247,31,49,415,137,80,973,959,14,,
2120301417001,2120301417001,45,69,24,264,17,20,483,439,44,,
2120401418001,2120401418001,10,8,5,91,25,12,187,151,36,,
2120401418002,2120401418002,30,20,4,51,7,2,141,114,27,,
2120401418003,2120401418003,11,1,6,147,25,4,213,194,19,,
2120401418004,2120401418004,15,68,46,363,79,71,773,642,131,,
2120401418005,2120401418005,186,112,46,331,82,24,846,781,65,,
2120401418006,2120401418006,245,117,14,368,49,5,830,798,32,,
2120401418007,2120401418007,59,75,22,499,21,47,889,723,166,,
2120401418008,2120401418008,99,44,2,148,34,4,351,331,20,,
2120401418009,2120401418009,107,35,16,127,22,3,365,310,55,,
2120401418010,2120401418010,6,21,13,122,4,15,185,181,4,,
2120401418011,2120401418011,48,26,7,77,17,3,210,178,32,,
2120401418012,2120401418012,20,21,41,375,53,20,566,530,36,,
2120401418013,2120401418013,35,50,3,506,61,0,796,655,141,,
2120401418014,2120401418014,264,102,51,261,16,72,873,766,107,,
2120401418015,2120401418015,34,2,4,45,10,2,119,97,22,,
2120401418016,2120401418016,264,111,32,318,0,63,942,788,154,,
2120401418017,2120401418017,80,18,15,572,127,63,906,875,31,,
2130101435001,2130101435001,74,5,29,257,17,2,395,384,11,,
2130101435002,2130101435002,108,21,27,507,15,45,788,723,65,,
2130101435003,2130101435003,76,2,18,270,48,34,522,448,74,,
2130101435004,2130101435004,2,20,4,85,27,10,189,148,41,,
2130101435005,2130101435005,45,22,16,483,105,68,760,739,21,,
2130101435006,2130101435006,19,47,16,218,30,15,348,345,3,,
2130101435007,2130101435007,58,18,0,99,5,20,226,200,26,,
2130101435008,2130101435008,66,32,5,84,30,8,241,225,16,,
2130201443001,2130201443001,37,4,7,37,16,4,114,105,9,,
2130301444001,2130301444001,8,0,6,201,0,1,247,216,31,,
2130301444002,2130301444002,26,90,18,520,54,41,888,749,139,,
2130301444003,2130301444003,51,47,25,162,31,38,434,354,80,,
2130301444004,2130301444004,62,37,20,103,35,18,291,275,16,,
2130301444005,2130301444005,373,79,69,229,13,46,825,809,16,,
2130301444006,2130301444006,21,1,3,69,2,10,114,106,8,,
2130301444007,2130301444007,193,99,51,246,97,53,919,739,180,,
2130301444008,2130301444008,108,11,7,321,27,19,620,493,127,,
2130301444009,2130301444009,104,27,30,591,94,65,965,911,54,,
2130301444010,2130301444010,73,13,0,153,0,14,254,253,1,,
2130301444011,2130301444011,187,27,40,632,58,0,991,944,47,,
2130301444012,2130301444012,224,131,32,417,110,49,994,963,31,,
2130301444013,2130301444013,0,15,5,66,15,7,129,108,21,,
2130301444014,2130301444014,75,90,69,475,9,78,947,796,151,,
2130401458001,2130401458001,75,32,33,247,96,35,623,518,105,,
2130401458002,2130401458002,7,66,10,335,12,17,477,447,30,,
2130401458003,2130401458003,52,17,25,431,27,0,645,552,93,,
2130401458004,2130401458004,70,126,2,496,46,78,879,818,61,,
2130401462001,2130401462001,218,76,22,206,35,47,770,604,166,,
2130401462002,2130401462002,172,51,3,122,14,33,503,395,108,,
2130401462003,2130401462003,151,36,35,147,25,36,526,430,96,,
2130401462004,2130401462004,99,3,14,210,38,10,377,374,3,,
2130401462005,2130401462005,256,13,49,284,14,73,844,689,155,,
2130401462006,2130401462006,80,15,15,167,60,29,397,366,31,,
2130401462007,2130401462007,2,2,0,9,2,1,18,16,2,,
2130401462008,2130401462008,45,32,16,85,10,9,251,197,54,,
2130401462009,2130401462009,68,5,16,94,14,18,268,215,53,,
2130401462010,2130401462010,20,9,9,83,4,12,141,137,4,,
2130401462011,2130401462011,32,7,7,158,14,22,247,240,7,,
2130401462012,2130401462012,49,6,9,239,4,35,421,342,79,,
2130401462013,2130401462013,31,25,20,175,23,2,328,276,52,,
2130401462014,2130401462014,25,32,32,382,49,47,602,567,35,,
2130401462015,2130401462015,287,64,10,264,6,22,808,653,155,,
2130401462016,2130401462016,183,33,14,209,0,39,569,478,91,,
2130401462017,2130401462017,33,17,22,163,4,9,278,248,30,,
2130401462018,2130401462018,38,23,14,187,18,35,396,315,81,,
2140101480001,2140101480001,233,58,24,226,69,38,815,648,167,,
2140101480002,2140101480002,169,4,34,459,39,32,785,737,48,,
2140101480003,2140101480003,152,16,16,310,81,52,636,627,9,,
2140101480004,2140101480004,174,77,14,204,10,27,557,506,51,,
2140101480005,2140101480005,239,72,38,305,107,9,957,770,187,,
2140101480006,2140101480006,272,105,26,230,43,30,901,706,195,,
2140101480007,2140101480007,31,30,31,234,31,1,390,358,32,,
2140101480008,2140101480008,274,11,17,387,108,70,967,867,100,,
2140101480009,2140101480009,264,88,57,178,25,36,735,648,87,,
2140101480010,2140101480010,115,57,34,268,2,39,517,515,2,,
2140101480011,2140101480011,146,55,28,95,2,6,384,332,52,,
2140101480012,2140101480012,71,16,18,106,42,3,294,256,38,,
2140101480013,2140101480013,20,34,10,115,15,19,245,213,32,,
2140101480014,2140101480014,81,23,3,71,6,18,219,202,17,,
2140101480015,2140101480015,2,0,2,35,2,0,50,41,9,,
2140101480016,2140101480016,57,6,44,350,15,48,578,520,58,,
2140101480017,2140101480017,18,17,6,120,11,20,222,192,30,,
2140101480018,2140101480018,46,64,58,466,19,22,837,675,162,,
2140101480019,2140101480019,308,70,25,297,108,34,878,842,36,,
2140101499001,2140101499001,90,76,35,195,66,30,560,492,68,,
2140101499002,2140101499002,46,9,0,54,3,2,139,114,25,,
2140101499003,2140101499003,3,45,32,374,73,38,609,565,44,,
2140101499004,2140101499004,382,51,26,384,3,9,961,855,106,,
2140101499005,2140101499005,20,58,27,377,38,5,617,525,92,,
2140101499006,2140101499006,36,17,2,66,0,8,140,129,11,,
2140101499007,2140101499007,28,23,7,110,18,11,218,197,21,,
2140101499008,2140101499008,57,2,12,186,8,7,340,272,68,,
2140201507001,2140201507001,212,89,36,112,60,36,630,545,85,,
2140201507002,2140201507002,152,89,8,411,60,42,827,762,65,,
2140201507003,2140201507003,34,31,3,527,121,20,764,736,28,Falta de datos de apertura o cierre: Omisión de la hora exacta de inicio o finalización de la jornada electoral en el acta.,FALTA_DATOS_APERTURA_CIERRE
2140201507004,2140201507004,98,51,5,247,2,29,480,432,48,,
2140201511001,2140201511001,124,27,13,113,21,18,323,316,7,,
2140201511002,2140201511002,40,15,22,292,74,51,519,494,25,,
2140201511003,2140201511003,4,27,8,367,51,38,575,495,80,,
2140201511004,2140201511004,110,27,8,110,54,28,412,337,75,,
2140201511005,2140201511005,56,28,41,326,69,52,622,572,50,,
2140201511006,2140201511006,11,5,2,14,4,1,45,37,8,,
2140201511007,2140201511007,5,48,2,283,57,23,452,418,34,,
2140201511008,2140201511008,21,42,24,238,64,30,424,419,5,,
2140201511009,2140201511009,42,3,4,104,11,17,222,181,41,,
2140201511010,2140201511010,127,43,10,79,22,24,340,305,35,,
2140201511011,2140201511011,104,27,17,241,52,15,477,456,21,,
2140201511012,2140201511012,169,41,33,264,28,61,734,596,138,,
2140201511013,2140201511013,21,86,62,501,76,45,914,791,123,,
2140201511014,2140201511014,85,41,8,116,4,25,282,279,3,,
2140201511015,2140201511015,114,3,23,269,25,22,456,456,0,,
2140201511016,2140201511016,83,58,42,287,24,51,615,545,70,,
2140201511017,2140201511017,36,15,2,34,2,6,96,95,1,,
2150101528001,2150101528001,27,8,18,207,0,18,289,278,11,,
2150101528002,2150101528002,83,126,30,445,4,20,722,708,14,,
2150101528003,2150101528003,43,21,2,341,84,22,657,513,144,,
2150101528004,2150101528004,18,2,15,441,77,7,648,560,88,,
2150101528005,2150101528005,338,88,0,259,89,56,852,830,22,,
2150101528006,2150101528006,190,23,38,177,52,1,531,481,50,,
2150101528007,2150101528007,13,3,2,14,3,2,46,37,9,,
2150101528008,2150101528008,3,1,0,6,0,0,11,10,1,,
2150101528009,2150101528009,50,15,3,39,17,1,146,125,21,,
2150101528010,2150101528010,51,12,16,164,15,35,365,293,72,,
2150101528011,2150101528011,10,11,6,78,2,2,114,109,5,,
2150101528012,2150101528012,2,0,0,11,0,0,13,13,0,,
2150101528013,2150101528013,167,24,6,220,29,1,522,447,75,,
2150101528014,2150101528014,75,83,30,252,21,20,599,481,118,,
2150101528015,2150101528015,15,33,22,190,75,47,482,382,100,,
2150101528016,2150101528016,16,3,1,22,1,5,57,48,9,,
2150101544001,2150101544001,5,20,36,597,126,8,868,792,76,,
2150101544002,2150101544002,36,39,28,324,85,42,554,554,0,,
2150101544003,2150101544003,252,46,38,183,97,68,844,684,160,,
2150101544004,2150101544004,99,24,11,165,66,9,434,374,60,,
2150101544005,2150101544005,9,6,2,22,1,2,51,42,9,,
2150101544006,2150101544006,212,30,0,369,107,1,881,719,162,,
2150101544007,2150101544007,417,36,58,351,23,40,932,925,7,,
2150101544008,2150101544008,89,3,5,231,88,57,596,473,123,,
2150101544009,2150101544009,218,49,35,395,110,15,848,822,26,,
2150101544010,2150101544010,70,8,16,372,119,31,755,616,139,,
2150101544011,2150101544011,141,98,0,531,56,33,977,859,118,,
2150101544012,2150101544012,41,31,31,325,27,20,518,475,43,,
2150101544013,2150101544013,13,32,6,160,40,26,280,277,3,,
2150101544014,2150101544014,82,94,23,444,44,2,776,689,87,,
2150101558001,2150101558001,74,76,4,302,2,51,609,509,100,,
2150101558002,2150101558002,123,24,20,178,51,35,494,431,63,,
2150101558003,2150101558003,160,3,30,135,65,15,465,408,57,,
2150101558004,2150101558004,0,11,31,288,34,41,443,405,38,,
2150101558005,2150101558005,90,9,6,339,27,7,532,478,54,,
2150101558006,2150101558006,216,10,55,279,113,8,796,681,115,,
2150101558007,2150101558007,53,98,55,370,6,71,751,653,98,,
2150201565001,2150201565001,54,7,24,519,6,30,641,640,1,,
2150201565002,2150201565002,13,10,37,540,72,23,738,695,43,,
2150201565003,2150201565003,161,10,4,242,41,6,488,464,24,,
2150201565004,2150201565004,109,15,12,151,41,30,382,358,24,,
2150201565005,2150201565005,142,54,6,251,22,26,551,501,50,,
2150201565006,2150201565006,38,16,8,31,19,7,143,119,24,,
2150201565007,2150201565007,4,0,0,8,0,0,12,12,0,,
2150201565008,2150201565008,100,57,5,315,18,41,585,536,49,,
2150201565009,2150201565009,73,13,21,368,48,24,606,547,59,Uso de formularios no oficiales: Llenado de resultados en documentos o formatos no aprobados por el Tribunal Supremo Electoral.,USO_FORMULARIOS_NO_OFICIALES
2150201565010,2150201565010,90,34,13,115,35,19,391,306,85,,
2150201575001,2150201575001,113,18,28,264,31,4,558,458,100,,
2160101576001,2160101576001,49,83,1,505,124,1,865,763,102,,
2160101577001,2160101577001,12,8,5,83,1,3,122,112,10,,
2160101577002,2160101577002,219,7,33,326,125,6,788,716,72,,
2160101577003,2160101577003,99,15,40,323,90,2,727,569,158,,
2160101577004,2160101577004,87,31,4,63,27,13,262,225,37,,
2160101577005,2160101577005,11,23,9,85,1,5,148,134,14,,
2160101577006,2160101577006,64,2,0,197,48,31,391,342,49,,
2160101577007,2160101577007,3,47,13,212,37,16,332,328,4,,
2160101577008,2160101577008,137,58,19,312,27,37,670,590,80,,
2160101577009,2160101577009,86,11,15,202,29,42,480,385,95,,
2160101577010,2160101577010,6,82,7,336,82,14,541,527,14,,
2160101577011,2160101577011,98,54,3,360,22,25,566,562,4,,
2160101577012,2160101577012,268,12,37,296,49,25,857,687,170,,
2160101577013,2160101577013,7,5,1,14,2,1,30,30,0,,
2160101577014,2160101577014,134,34,32,178,52,4,456,434,22,,
2160101577015,2160101577015,260,70,5,428,130,77,986,970,16,,
2160101577016,2160101577016,10,4,2,48,10,1,80,75,5,,
2160101577017,2160101577017,4,6,1,21,6,2,42,40,2,,
2160101577018,2160101577018,43,11,11,101,36,22,282,224,58,,
2160101577019,2160101577019,42,21,6,160,18,30,325,277,48,,
2160101577020,2160101577020,121,0,13,527,85,71,839,817,22,,
2160101597001,2160101597001,177,86,37,258,94,11,839,663,176,,
2160101597002,2160101597002,221,81,8,147,57,33,626,547,79,,
2160101597003,2160101597003,144,43,1,337,66,8,743,599,144,,
2160101597004,2160101597004,108,109,5,413,87,3,892,725,167,,
2160101597005,2160101597005,7,14,76,725,31,9,926,862,64,,
2160101597006,2160101597006,4,3,5,46,10,2,77,70,7,,
2160101597007,2160101597007,281,14,29,319,57,1,798,701,97,,
2160101597008,2160101597008,24,11,5,188,15,4,274,247,27,,
2160101597009,2160101597009,77,11,1,126,26,5,254,246,8,,
2160101597010,2160101597010,51,39,23,328,85,21,587,547,40,,
2160101597011,2160101597011,27,5,5,191,5,25,327,258,69,,
2160101597012,2160101597012,90,51,5,479,139,54,920,818,102,,
2160101597013,2160101597013,2,2,0,8,0,0,14,12,2,,
2160101597014,2160101597014,78,47,11,115,48,15,376,314,62,,
2160101597015,2160101597015,23,0,3,76,17,10,151,129,22,,
2160101597016,2160101597016,82,50,46,305,27,58,697,568,129,,
2160101597017,2160101597017,14,111,9,490,57,48,902,729,173,,
2160101597018,2160101597018,90,12,21,146,14,0,341,283,58,,
2160101597019,2160101597019,15,65,18,468,124,44,902,734,168,,
2160101597020,2160101597020,13,2,1,18,7,1,51,42,9,,
2160101617001,2160101617001,61,52,16,411,8,53,738,601,137,,
2160101617002,2160101617002,8,25,18,420,1,31,555,503,52,,
2160101617003,2160101617003,51,17,2,109,13,3,212,195,17,,
2160101617004,2160101617004,20,1,29,317,48,42,508,457,51,,
2160101617005,2160101617005,35,25,49,450,44,60,670,663,7,,
2160101617006,2160101617006,124,41,25,239,105,45,678,579,99,,
2160101617007,2160101617007,95,114,33,518,9,61,864,830,34,,
2160201624001,2160201624001,233,22,2,342,88,44,737,731,6,,
2160201624002,2160201624002,371,91,31,265,21,91,973,870,103,,
2160201624003,2160201624003,84,67,22,443,97,35,865,748,117,,
2160201624004,2160201624004,141,91,12,242,16,3,535,505,30,,
2160201624005,2160201624005,41,11,8,528,108,45,888,741,147,,
2160201624006,2160201624006,97,55,14,374,93,19,687,652,35,,
2170201630001,2170201630001,349,102,33,266,89,54,967,893,74,,
2170201630002,2170201630002,32,6,15,132,3,11,204,199,5,,
2170201630003,2170201630003,232,40,10,191,94,64,753,631,122,,
2170201630004,2170201630004,276,20,37,312,94,19,860,758,102,,
2170201630005,2170201630005,164,10,1,336,1,24,597,536,61,,
2170201630006,2170201630006,135,28,40,244,30,18,503,495,8,,
2170201630007,2170201630007,33,82,13,406,12,46,697,592,105,,
2170201630008,2170201630008,191,74,26,165,23,26,574,505,69,,
2170201630009,2170201630009,295,10,24,432,32,24,853,817,36,,
2170201630010,2170201630010,21,2,4,20,8,1,65,56,9,,
2170201630011,2170201630011,118,61,11,379,109,10,708,688,20,,
2170201630012,2170201630012,279,18,37,294,58,24,811,710,101,,
2170201630013,2170201630013,40,9,39,339,90,55,684,572,112,,
2170201630014,2170201630014,128,67,47,243,28,50,648,563,85,,
2170201630015,2170201630015,151,3,2,398,76,19,820,649,171,,
2170301645001,2170301645001,7,40,15,416,98,49,737,625,112,,
2170301645002,2170301645002,199,53,48,339,110,42,808,791,17,,
2170301645003,2170301645003,144,129,43,389,45,79,846,829,17,,
2170301645004,2170301645004,96,28,14,72,29,15,274,254,20,,
2170301645005,2170301645005,157,29,67,468,55,3,868,779,89,,
2170301645006,2170301645006,30,4,9,218,30,30,326,321,5,,
2170301645007,2170301645007,245,95,34,254,64,82,909,774,135,,
2170301645008,2170301645008,51,28,6,132,20,25,286,262,24,,
2170301645009,2170301645009,67,23,8,62,7,13,230,180,50,,
2170301645010,2170301645010,19,40,2,168,41,5,350,275,75,,
2170301645011,2170301645011,323,94,22,229,74,61,861,803,58,,
2170301645012,2170301645012,181,183,4,556,3,61,992,988,4,,
2170301645013,2170301645013,38,48,8,494,27,54,787,669,118,,
2170301645014,2170301645014,8,54,23,303,77,2,508,467,41,,
2170301659001,2170301659001,121,77,36,235,104,8,666,581,85,,
2170301659002,2170301659002,151,55,48,419,88,76,919,837,82,,
2170301659003,2170301659003,5,6,8,72,16,0,117,107,10,,
2170301659004,2170301659004,9,46,16,171,1,7,253,250,3,,
2170301659005,2170301659005,171,36,69,444,11,76,815,807,8,,
2170301659006,2170301659006,337,17,71,329,0,38,846,792,54,,
2170301659007,2170301659007,57,91,23,301,56,73,763,601,162,,
2170301659008,2170301659008,24,20,28,243,64,3,462,382,80,,
2170301659009,2170301659009,0,1,2,21,2,2,29,28,1,,
2170301659010,2170301659010,25,32,18,132,30,4,245,241,4,,
2170301659011,2170301659011,132,52,3,87,60,25,427,359,68,,
2170301659012,2170301659012,73,7,12,225,36,39,447,392,55,,
2170301659013,2170301659013,31,18,11,101,10,22,231,193,38,,
2170301659014,2170301659014,45,34,14,212,24,19,392,348,44,,
2170301659015,2170301659015,64,57,31,216,43,44,566,455,111,,
2170301659016,2170301659016,14,15,20,395,97,27,626,568,58,,
2170301659017,2170301659017,32,15,1,94,1,0,179,143,36,,
2170301659018,2170301659018,31,70,14,513,121,39,893,788,105,,
2170301659019,2170301659019,194,71,38,229,23,25,599,580,19,,
2170301659020,2170301659020,10,14,7,69,23,10,152,133,19,,
2180101679001,2180101679001,131,8,36,208,17,34,493,434,59,,
2180101679002,2180101679002,317,136,5,239,76,61,982,834,148,,
2180101679003,2180101679003,45,16,1,115,27,14,279,218,61,,
2180101682001,2180101682001,169,20,20,256,35,22,620,522,98,,
2180101682002,2180101682002,41,20,11,126,46,15,325,259,66,,
2180101682003,2180101682003,111,56,12,106,56,13,434,354,80,,
2180201685001,2180201685001,49,27,45,665,7,91,953,884,69,,
2180201685002,2180201685002,127,22,22,103,23,17,355,314,41,,
2180301687001,2180301687001,1,2,0,18,2,0,24,23,1,Uso de formularios no oficiales: Llenado de resultados en documentos o formatos no aprobados por el Tribunal Supremo Electoral.,USO_FORMULARIOS_NO_OFICIALES
2180301687002,2180301687002,90,14,28,211,61,45,489,449,40,,
2180301687003,2180301687003,104,66,55,424,106,3,835,758,77,,
2180301687004,2180301687004,119,54,5,173,25,8,453,384,69,,
2180301687005,2180301687005,10,7,7,53,0,2,93,79,14,,
2180301687006,2180301687006,10,27,0,177,5,7,237,226,11,,
